RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
2660,15679410.0,729,1,2,62,7,140549.4,1,1,0,30990.16,1,2016-06-24 00:00:00
2661,15756241.0,767,1,2,44,4,152509.25,1,1,1,136915.15,0,2018-11-04 00:00:00
2662,15688409.0,742,1,2,28,6,191864.51,1,1,0,108457.99,1,2017-03-25 00:00:00
2663,15742272.0,669,1,2,44,6,96418.09,1,0,0,131609.48,1,2017-01-09 00:00:00
2664,15717898.0,542,2,1,32,6,131945.94,1,0,1,159737.56,0,2016-12-23 00:00:00
2665,15769582.0,586,1,1,29,4,0.0,2,1,1,142238.54,0,2019-08-29 00:00:00
2666,15635660.0,612,3,1,30,5,142910.15,1,1,0,105890.55,1,2018-09-11 00:00:00
2667,15576723.0,740,1,2,37,4,0.0,2,1,1,194270.91,0,2019-06-21 00:00:00
2668,15591577.0,584,1,1,35,4,146311.58,1,1,1,105443.47,0,2019-08-19 00:00:00
2669,15582325.0,524,1,1,52,3,87894.26,1,1,0,173899.42,1,2019-12-29 00:00:00
2670,15693947.0,614,1,2,19,4,97445.49,2,1,0,122823.34,0,2018-10-26 00:00:00
2671,15760446.0,598,1,2,64,4,0.0,1,0,1,13181.37,1,2019-06-21 00:00:00
2672,15611105.0,799,2,1,35,6,0.0,2,0,1,140780.8,0,2017-01-02 00:00:00
2673,15630920.0,724,1,1,34,4,154485.74,2,0,0,78560.64,0,2018-10-19 00:00:00
2674,15574910.0,601,1,1,50,3,115625.07,1,1,0,185855.21,0,2019-09-25 00:00:00
2675,15756472.0,804,1,1,25,3,108396.67,1,1,0,128276.95,0,2019-11-13 00:00:00
2676,15682890.0,745,3,1,38,6,65095.41,2,1,1,140197.42,0,2017-05-16 00:00:00
2677,15641994.0,667,3,1,43,5,103018.45,1,1,0,32462.39,1,2017-10-27 00:00:00
2678,15733297.0,518,1,2,38,4,84764.79,1,1,1,162253.9,0,2019-05-10 00:00:00
2679,15767793.0,819,1,2,38,6,0.0,2,1,0,30498.7,0,2017-04-28 00:00:00
2680,15725698.0,520,2,2,35,5,115680.81,1,1,1,90280.7,0,2017-12-16 00:00:00
2681,15813532.0,625,1,2,39,6,0.0,2,1,0,32615.21,0,2017-01-01 00:00:00
2682,15576760.0,673,3,1,36,5,73088.06,2,0,0,196142.26,0,2018-07-03 00:00:00
2683,15732102.0,656,3,2,27,6,150905.03,2,1,0,16998.72,0,2017-09-12 00:00:00
2684,15739046.0,850,2,2,23,5,143054.85,1,0,1,62980.96,0,2018-09-07 00:00:00
2685,15631927.0,574,2,2,28,5,0.0,2,0,0,185660.3,0,2018-09-22 00:00:00
2686,15672115.0,679,1,1,60,4,0.0,2,1,1,77331.77,0,2018-12-06 00:00:00
2687,15618765.0,530,3,2,42,4,99948.45,1,0,1,97338.62,0,2019-07-04 00:00:00
2688,15679148.0,508,1,1,44,5,115451.05,2,0,0,67234.33,0,2018-05-24 00:00:00
2689,15728474.0,558,3,1,32,4,108235.91,1,1,1,143783.28,0,2019-04-11 00:00:00
2690,15636999.0,414,1,1,38,6,0.0,1,0,1,77661.12,1,2017-04-30 00:00:00
2691,15754261.0,648,2,1,42,5,98795.61,2,1,0,89123.99,0,2018-01-07 00:00:00
2692,15629150.0,721,1,2,37,5,0.0,2,1,0,70810.8,0,2018-06-04 00:00:00
2693,15736274.0,751,1,1,31,3,0.0,2,0,0,17550.49,0,2019-11-21 00:00:00
2694,15627697.0,662,1,1,34,4,0.0,2,0,1,21497.27,0,2018-12-10 00:00:00
2695,15721585.0,628,3,1,29,3,113146.98,2,0,1,124749.08,0,2019-09-28 00:00:00
2696,15639946.0,597,3,2,39,6,162532.14,3,1,0,36051.46,1,2017-09-17 00:00:00
2697,15792176.0,698,2,2,40,6,92053.44,1,1,1,143681.83,0,2016-12-27 00:00:00
2698,15699450.0,723,1,1,48,5,0.0,2,1,1,150694.58,0,2017-11-09 00:00:00
2699,15729954.0,586,1,2,28,3,0.0,3,1,0,170487.4,1,2019-12-20 00:00:00
2700,15600103.0,633,3,2,29,5,104944.1,1,1,1,97684.46,0,2018-03-21 00:00:00
2701,15786200.0,564,1,1,31,4,0.0,2,1,0,53520.03,0,2018-12-12 00:00:00
2702,15797010.0,649,1,2,31,3,0.0,2,1,0,15200.61,0,2019-11-04 00:00:00
2703,15670172.0,622,1,2,30,5,107879.04,1,0,1,196894.62,0,2018-04-21 00:00:00
2704,15627352.0,459,3,1,46,3,110356.42,1,1,0,4969.13,1,2019-10-29 00:00:00
2705,15622494.0,718,1,1,27,3,0.0,2,0,0,26229.24,0,2019-12-13 00:00:00
2706,15585835.0,655,2,2,34,3,109783.69,2,1,0,134034.32,0,2019-12-04 00:00:00
2707,15595071.0,696,1,1,22,7,149777.0,1,1,1,198032.93,0,2016-01-31 00:00:00
2708,15628203.0,637,1,2,38,7,104339.56,1,0,0,119882.86,0,2016-04-15 00:00:00
2709,15667190.0,630,2,2,21,3,85818.18,1,1,1,133102.3,0,2019-11-21 00:00:00
2710,15780212.0,592,1,1,37,5,212692.97,1,0,0,176395.02,0,2018-05-08 00:00:00
2711,15766869.0,634,3,1,37,6,89696.84,2,1,1,193179.88,0,2016-10-22 00:00:00
2712,15775741.0,608,1,2,28,6,0.0,2,1,1,125062.02,0,2017-05-01 00:00:00
2713,15628170.0,565,3,2,32,6,68067.24,1,1,0,143287.58,0,2017-05-28 00:00:00
2714,15701318.0,763,2,1,67,6,148564.66,1,0,1,87236.4,0,2017-06-23 00:00:00
2715,15710928.0,665,1,2,55,5,136354.16,1,1,1,93769.89,0,2017-11-13 00:00:00
2716,15682547.0,649,1,1,38,5,122214.0,1,0,1,88965.46,0,2018-02-10 00:00:00
2717,15631170.0,695,1,1,45,5,0.0,2,1,1,30793.61,0,2018-08-30 00:00:00
2718,15648702.0,775,3,1,70,4,119684.88,2,1,1,74532.02,0,2019-08-05 00:00:00
2719,15783444.0,788,1,2,39,6,135139.33,1,0,1,113086.08,0,2016-12-20 00:00:00
2720,15809178.0,569,3,2,42,5,146100.75,1,1,0,32574.01,1,2017-10-05 00:00:00
2721,15806688.0,726,2,2,56,5,123110.9,3,0,1,130113.78,1,2018-06-26 00:00:00
2722,15576824.0,564,3,2,44,5,111760.4,3,1,1,104722.47,1,2017-11-25 00:00:00
2723,15675422.0,544,1,2,32,4,110728.39,1,1,1,14559.62,0,2018-12-30 00:00:00
2724,15681550.0,614,1,2,41,4,121558.46,1,1,1,598.8,0,2019-03-26 00:00:00
2725,15812628.0,453,3,2,38,5,120623.21,1,1,0,129697.99,0,2018-06-04 00:00:00
2726,15597951.0,471,1,2,58,5,114713.57,1,1,1,36315.03,0,2018-06-16 00:00:00
2727,15807045.0,829,3,2,37,5,103457.76,1,0,0,1114.12,0,2017-11-18 00:00:00
2728,15581748.0,754,3,1,57,5,101134.87,2,1,1,70954.41,0,2018-07-25 00:00:00
2729,15770420.0,749,3,1,46,5,78136.36,2,1,1,73470.98,0,2018-05-14 00:00:00
2730,15608230.0,667,1,1,23,5,0.0,2,1,0,91573.19,0,2018-04-29 00:00:00
2731,15730339.0,670,2,1,30,5,133446.34,1,0,0,3154.95,0,2018-08-19 00:00:00
2732,15712584.0,670,1,2,33,4,0.0,2,1,1,88187.81,0,2018-11-06 00:00:00
2733,15592816.0,623,3,2,48,6,108076.33,1,1,0,118855.26,1,2017-03-03 00:00:00
2734,15641480.0,571,1,1,32,4,131354.25,1,1,0,125256.53,0,2018-09-27 00:00:00
2735,15708505.0,641,3,2,37,4,62974.64,2,0,1,39016.43,0,2019-09-21 00:00:00
2736,15791131.0,551,3,2,30,5,143340.44,1,1,0,145796.49,0,2018-05-29 00:00:00
2737,15618225.0,741,3,1,36,5,116993.43,2,1,0,168816.22,0,2017-12-05 00:00:00
2738,15644724.0,472,1,1,31,5,58662.92,2,0,1,73322.0,0,2017-12-10 00:00:00
2739,15662098.0,650,2,1,41,4,128808.65,3,0,0,113677.53,1,2019-09-15 00:00:00
2740,15723894.0,625,1,1,45,3,137555.44,1,0,0,124607.7,0,2019-11-22 00:00:00
2741,15787699.0,650,3,1,34,4,142393.11,1,1,1,11276.48,0,2019-05-09 00:00:00
2742,15687738.0,535,1,2,38,4,0.0,2,1,0,136620.64,0,2019-07-25 00:00:00
2743,15576126.0,649,1,2,41,4,125785.23,1,1,1,70523.92,0,2018-12-23 00:00:00
2744,15658889.0,689,1,1,22,6,136444.25,1,1,0,51980.25,1,2016-10-17 00:00:00
2745,15667046.0,694,2,1,38,4,121527.4,1,1,0,113481.02,0,2019-08-04 00:00:00
2746,15669957.0,655,3,1,52,4,144696.75,1,1,1,49025.79,0,2019-03-23 00:00:00
2747,15655794.0,620,1,1,36,4,0.0,2,1,1,145937.99,0,2019-06-30 00:00:00
2748,15599829.0,577,1,2,35,7,0.0,2,1,1,25161.61,0,2016-09-21 00:00:00
2749,15753332.0,401,3,1,48,4,128140.17,1,1,0,175753.55,1,2018-12-05 00:00:00
2750,15671124.0,599,1,1,25,4,120383.41,1,1,1,24903.09,0,2019-07-25 00:00:00
2751,15767474.0,481,1,2,57,3,0.0,3,1,1,169719.35,1,2019-12-28 00:00:00
2752,15720671.0,704,1,1,42,5,129735.3,2,1,1,179565.57,0,2017-11-02 00:00:00
2753,15626787.0,698,2,2,31,6,185078.26,1,0,0,115337.74,1,2017-02-01 00:00:00
2754,15774491.0,480,1,2,28,5,0.0,2,0,0,48131.92,0,2018-06-03 00:00:00
2755,15579647.0,682,1,1,42,4,0.0,1,1,1,160828.98,0,2018-12-06 00:00:00
2756,15625522.0,700,2,1,31,4,0.0,2,0,1,145151.96,0,2018-12-01 00:00:00
2757,15765806.0,492,1,1,29,3,144591.96,1,1,1,196293.76,0,2019-12-25 00:00:00
2758,15566708.0,444,1,2,45,6,0.0,2,1,0,161653.5,1,2017-01-01 00:00:00
2759,15668347.0,624,1,1,36,3,0.0,2,0,0,84635.64,0,2019-12-10 00:00:00
2760,15575214.0,709,1,1,37,7,0.0,1,1,0,159486.76,0,2016-09-15 00:00:00
2761,15591123.0,557,3,1,68,6,100194.44,1,1,1,38596.34,0,2017-01-29 00:00:00
2762,15573280.0,646,3,1,50,4,145295.31,2,1,1,27814.74,0,2019-05-26 00:00:00
2763,15589018.0,719,3,1,28,6,106070.29,2,1,1,183893.31,0,2017-07-14 00:00:00
2764,15654495.0,706,3,2,47,3,120621.89,1,1,1,140803.7,0,2019-12-27 00:00:00
2765,15597265.0,660,1,1,38,4,0.0,2,0,1,146585.53,0,2019-06-17 00:00:00
2766,15733876.0,667,1,1,36,3,0.0,2,1,1,40062.29,0,2019-11-18 00:00:00
2767,15677217.0,705,1,1,30,5,0.0,1,1,1,181300.32,0,2018-01-15 00:00:00
2768,15747265.0,598,3,2,27,4,171283.91,1,1,1,84136.12,0,2019-09-06 00:00:00
2769,15713379.0,669,1,1,26,7,0.0,2,1,1,197594.34,0,2016-01-20 00:00:00
2770,15730433.0,580,3,2,38,6,128218.47,1,1,0,125953.83,1,2017-09-15 00:00:00
2771,15693347.0,676,1,2,32,4,0.0,2,1,1,75465.41,0,2019-03-10 00:00:00
2772,15715465.0,714,3,1,28,6,77776.39,1,1,0,177737.07,0,2017-03-09 00:00:00
2773,15680736.0,597,3,2,72,7,124978.19,2,1,1,7144.46,0,2016-07-11 00:00:00
2774,15610765.0,559,1,1,29,7,0.0,2,0,0,155639.76,0,2016-02-09 00:00:00
2775,15650034.0,564,1,2,28,6,0.0,1,1,1,162428.05,0,2017-04-04 00:00:00
2776,15782468.0,850,2,1,51,6,109799.55,2,1,1,12457.76,1,2017-04-24 00:00:00
2777,15685109.0,689,1,1,39,5,0.0,2,0,0,14917.09,0,2018-01-08 00:00:00
2778,15776233.0,758,3,2,61,4,125397.21,1,1,0,182184.09,1,2019-05-17 00:00:00
2779,15761141.0,604,2,2,71,4,0.0,2,1,1,129984.2,0,2019-06-21 00:00:00
2780,15781702.0,733,3,1,38,3,111347.37,2,0,1,194872.97,0,2019-09-29 00:00:00
2781,15790235.0,778,2,1,40,5,104291.41,2,1,1,117507.11,0,2017-12-22 00:00:00
2782,15641416.0,732,3,2,61,4,94867.18,2,1,1,157527.6,1,2018-11-05 00:00:00
2783,15775234.0,646,1,1,24,6,0.0,2,0,0,92612.88,0,2016-10-17 00:00:00
2784,15659475.0,597,1,2,33,5,135703.59,2,0,0,74850.84,0,2018-08-11 00:00:00
2785,15642202.0,821,3,2,37,4,106453.53,2,0,1,127413.0,0,2018-12-05 00:00:00
2786,15771417.0,640,1,1,43,4,132412.38,1,0,0,69584.3,1,2019-01-25 00:00:00
2787,15585100.0,511,3,2,40,3,124401.6,1,1,0,198814.24,1,2019-12-12 00:00:00
2788,15700487.0,805,1,1,46,5,118022.06,3,1,0,162643.15,1,2018-06-07 00:00:00
2789,15726589.0,540,3,1,39,4,82531.11,1,1,0,114092.52,0,2019-07-17 00:00:00
2790,15747503.0,705,2,1,44,6,184552.12,1,1,0,68860.3,1,2016-12-09 00:00:00
2791,15595883.0,540,3,1,39,3,127278.31,1,1,1,16150.34,0,2019-12-06 00:00:00
2792,15663826.0,532,2,2,66,6,0.0,1,1,1,115227.02,0,2017-09-14 00:00:00
2793,15742820.0,535,1,2,45,5,0.0,2,0,1,170621.55,0,2017-11-18 00:00:00
2794,15624793.0,627,3,1,23,5,184244.86,1,1,0,103099.22,0,2018-06-06 00:00:00
2795,15597930.0,646,1,1,52,4,59669.43,1,0,0,172495.81,1,2018-11-14 00:00:00
2796,15665110.0,515,1,2,25,7,79543.59,1,0,1,38772.82,0,2016-08-16 00:00:00
2797,15770719.0,697,1,2,39,3,151553.19,1,1,1,44946.29,0,2019-12-13 00:00:00
2798,15731327.0,652,3,1,27,7,166527.88,2,0,1,146007.7,0,2016-09-12 00:00:00
2799,15576044.0,579,3,1,28,7,150329.15,1,1,0,145558.42,0,2016-04-08 00:00:00
2800,15775662.0,760,1,1,43,5,121911.59,1,1,0,193312.33,0,2017-11-12 00:00:00
2801,15646817.0,769,1,1,51,7,156773.78,2,1,0,40257.79,0,2016-05-03 00:00:00
2802,15596060.0,498,2,1,29,4,127864.26,1,1,1,46677.9,0,2019-09-11 00:00:00
2803,15723299.0,774,1,1,53,3,113709.28,1,1,1,153887.93,1,2019-09-29 00:00:00
2804,15636982.0,705,3,2,43,7,79974.55,1,1,1,103108.33,0,2016-07-07 00:00:00
2805,15751175.0,648,1,2,44,4,0.0,2,1,1,58652.23,0,2019-09-14 00:00:00
2806,15618936.0,688,1,2,51,5,0.0,1,1,0,91624.11,1,2017-12-05 00:00:00
2807,15787529.0,592,2,1,38,5,0.0,1,1,0,65986.48,1,2018-05-09 00:00:00
2808,15780128.0,705,1,1,33,5,144427.96,2,1,0,113845.19,0,2018-06-15 00:00:00
2809,15615991.0,654,1,1,42,5,99263.09,1,1,1,67607.9,0,2018-07-04 00:00:00
2810,15757001.0,624,1,2,32,5,79368.87,2,1,1,145471.94,0,2018-07-29 00:00:00
2811,15595388.0,594,1,2,30,5,0.0,2,1,1,124071.71,0,2018-06-09 00:00:00
2812,15699550.0,695,2,2,34,3,0.0,2,1,1,67502.12,0,2019-10-27 00:00:00
2813,15581620.0,597,1,1,28,7,0.0,3,1,1,78707.97,0,2016-07-15 00:00:00
2814,15600934.0,758,1,2,52,4,125095.94,1,1,0,171189.83,1,2019-08-15 00:00:00
2815,15738672.0,737,3,2,40,6,162485.8,2,1,0,149381.32,0,2016-10-17 00:00:00
2816,15721307.0,694,3,1,37,4,95668.82,2,1,0,100335.55,0,2018-10-18 00:00:00
2817,15619280.0,683,1,1,25,7,0.0,2,1,0,152698.24,0,2016-08-30 00:00:00
2818,15768244.0,538,2,2,30,5,0.0,2,1,1,41192.95,0,2018-03-16 00:00:00
2819,15806837.0,669,1,1,37,7,0.0,1,1,0,132540.33,0,2016-03-07 00:00:00
2820,15643496.0,730,1,2,34,4,74197.38,2,1,0,96875.52,0,2019-03-26 00:00:00
2821,15813916.0,622,1,2,31,5,89688.94,1,1,1,152305.47,0,2018-07-28 00:00:00
2822,15626385.0,714,2,2,33,3,103121.33,2,1,1,49672.01,0,2019-12-25 00:00:00
2823,15603582.0,569,2,2,34,4,0.0,1,1,0,133997.53,0,2019-02-19 00:00:00
2824,15764351.0,668,3,2,59,5,120170.07,1,0,1,50454.8,0,2017-12-14 00:00:00
2825,15667938.0,628,1,1,32,7,149136.31,2,1,1,16402.11,0,2016-05-02 00:00:00
2826,15576360.0,600,1,1,40,4,141136.79,1,1,1,67803.83,0,2019-07-12 00:00:00
2827,15628813.0,693,1,2,43,4,152341.55,1,1,0,9241.78,0,2019-08-19 00:00:00
2828,15584190.0,704,1,1,36,4,120026.98,2,0,1,100601.73,0,2019-06-13 00:00:00
2829,15716449.0,527,2,1,33,4,132168.28,1,0,0,98734.15,0,2019-03-17 00:00:00
2830,15759913.0,553,3,1,43,5,85200.82,2,1,1,160574.09,0,2018-05-27 00:00:00
2831,15701555.0,575,2,1,53,7,84903.33,2,0,1,26015.8,0,2016-09-02 00:00:00
2832,15758482.0,626,1,2,32,5,0.0,2,0,0,187172.54,0,2017-12-11 00:00:00
2833,15758171.0,582,1,1,20,5,0.0,1,1,1,55763.66,0,2018-01-07 00:00:00
2834,15680346.0,683,2,1,40,5,0.0,1,1,0,75848.22,0,2018-09-14 00:00:00
2835,15649124.0,850,1,1,30,3,121535.18,1,0,0,40313.47,0,2019-12-04 00:00:00
2836,15812917.0,653,2,1,35,6,116662.96,2,1,1,23864.21,0,2016-12-29 00:00:00
2837,15768455.0,679,1,1,60,6,0.0,2,1,1,51380.9,0,2017-06-05 00:00:00
2838,15703059.0,549,3,2,49,6,124829.16,1,0,1,93551.36,0,2017-06-12 00:00:00
2839,15646196.0,850,2,2,36,5,155180.56,2,0,0,169415.54,0,2018-06-18 00:00:00
2840,15585451.0,558,3,2,32,5,108262.87,1,1,1,6935.31,0,2018-05-18 00:00:00
2841,15714057.0,528,2,1,40,6,0.0,2,1,0,25399.7,0,2017-06-12 00:00:00
2842,15748473.0,801,1,1,38,7,0.0,2,1,0,66256.27,0,2016-09-13 00:00:00
2843,15785782.0,513,2,1,48,4,0.0,1,1,1,114709.13,1,2019-06-26 00:00:00
2844,15693233.0,666,3,1,38,3,99812.88,2,1,1,158357.97,0,2019-12-06 00:00:00
2845,15757521.0,606,1,1,35,6,132164.26,1,0,1,164815.59,0,2016-12-07 00:00:00
2846,15812513.0,599,3,1,45,6,103583.05,1,1,0,132127.69,1,2017-05-05 00:00:00
2847,15674950.0,544,3,1,39,4,142406.43,2,1,0,146637.45,0,2018-12-05 00:00:00
2848,15678572.0,529,2,1,38,7,99842.5,2,1,0,90256.06,1,2016-07-11 00:00:00
2849,15713608.0,850,1,2,41,7,0.0,2,1,1,34827.43,0,2016-04-12 00:00:00
2850,15579262.0,497,1,1,41,6,0.0,1,0,0,22074.48,0,2017-03-18 00:00:00
2851,15610426.0,764,1,2,39,4,81042.42,1,0,1,109805.17,0,2018-11-09 00:00:00
2852,15776454.0,603,1,2,48,4,0.0,1,1,0,100478.6,1,2018-12-09 00:00:00
2853,15771483.0,609,1,1,40,4,0.0,2,1,1,97416.34,0,2019-05-29 00:00:00
2854,15648489.0,487,1,1,53,3,199689.49,1,1,1,24207.86,1,2019-10-08 00:00:00
2855,15646609.0,748,1,1,33,4,142645.43,1,0,0,69132.66,0,2019-03-15 00:00:00
2856,15693203.0,710,2,2,75,5,0.0,2,1,1,9376.89,0,2018-06-26 00:00:00
2857,15813067.0,432,3,2,45,5,110219.14,1,1,0,43046.7,1,2017-11-29 00:00:00
2858,15769829.0,534,2,1,51,7,0.0,2,0,1,20856.31,0,2016-08-02 00:00:00
2859,15662434.0,607,1,1,25,5,0.0,2,0,0,187048.72,0,2018-03-01 00:00:00
2860,15773503.0,551,2,1,32,4,0.0,2,1,0,53420.53,0,2019-01-01 00:00:00
2861,15705890.0,674,1,1,45,7,142072.02,1,1,0,37013.29,0,2016-06-12 00:00:00
2862,15711398.0,525,1,2,25,7,0.0,2,1,0,89566.64,0,2016-07-24 00:00:00
2863,15752375.0,645,3,1,33,6,149564.61,1,0,0,149913.84,0,2017-07-11 00:00:00
2864,15659175.0,755,1,2,43,4,0.0,2,1,0,18066.69,0,2019-03-08 00:00:00
2865,15597033.0,708,3,1,37,7,153366.13,1,1,1,26912.34,0,2016-03-21 00:00:00
2866,15590228.0,715,1,1,21,6,76467.16,1,1,1,173511.72,0,2017-09-18 00:00:00
2867,15631848.0,727,1,2,26,6,121508.28,1,1,1,146785.44,0,2017-09-17 00:00:00
2868,15654211.0,559,2,2,27,7,0.0,1,0,1,1050.33,0,2016-06-27 00:00:00
2869,15707968.0,545,2,1,36,4,73211.12,2,1,0,89587.34,1,2019-07-08 00:00:00
2870,15594084.0,524,1,1,22,3,0.0,2,1,0,74405.34,0,2019-11-21 00:00:00
2871,15651093.0,707,1,2,55,4,0.0,2,0,1,54409.48,0,2018-10-14 00:00:00
2872,15798824.0,671,2,1,38,6,92674.94,2,1,0,3647.57,0,2016-09-28 00:00:00
2873,15671591.0,439,2,1,52,6,96196.24,4,1,0,198874.52,1,2016-11-21 00:00:00
2874,15707189.0,667,3,2,36,4,114391.62,1,1,1,53412.54,0,2019-01-16 00:00:00
2875,15733581.0,831,3,1,32,4,80262.66,1,1,0,194867.78,0,2019-01-16 00:00:00
2876,15641640.0,545,2,2,33,6,173331.52,1,1,0,150452.88,0,2017-07-05 00:00:00
2877,15585284.0,604,2,2,35,4,147285.52,1,1,1,57807.05,0,2019-07-18 00:00:00
2878,15617866.0,657,2,1,67,3,119785.47,2,1,1,107534.32,0,2019-11-07 00:00:00
2879,15667751.0,487,2,2,36,4,140137.15,1,1,0,194073.33,0,2019-02-21 00:00:00
2880,15669411.0,750,3,2,52,7,107467.56,1,1,0,126233.18,1,2016-05-15 00:00:00
2881,15789425.0,694,3,2,37,4,98218.04,2,1,0,182354.46,1,2019-09-06 00:00:00
2882,15570943.0,711,3,2,35,6,133607.75,1,1,1,120586.32,0,2016-12-10 00:00:00
2883,15685829.0,551,1,1,37,4,0.0,2,1,1,50578.4,0,2019-07-07 00:00:00
2884,15721917.0,559,1,2,38,5,95139.41,1,1,1,86575.46,0,2018-02-05 00:00:00
2885,15776047.0,620,1,2,29,3,0.0,2,0,1,153392.28,0,2019-12-01 00:00:00
2886,15716024.0,660,2,1,42,3,0.0,2,1,0,115509.59,0,2019-11-18 00:00:00
2887,15675328.0,449,1,2,37,6,0.0,2,1,0,82176.48,0,2017-05-29 00:00:00
2888,15604314.0,703,3,2,26,6,97331.19,1,1,0,63717.49,0,2016-11-05 00:00:00
2889,15658339.0,795,3,1,37,3,139265.63,2,1,1,198745.94,0,2019-10-03 00:00:00
2890,15630402.0,594,1,2,31,3,0.0,1,0,1,5719.11,0,2019-11-07 00:00:00
2891,15689616.0,586,2,1,34,5,168094.01,1,0,0,20058.61,0,2018-03-22 00:00:00
2892,15774224.0,613,3,2,30,6,131563.88,2,1,0,170638.98,0,2017-08-02 00:00:00
2893,15701291.0,601,1,1,44,5,0.0,2,1,0,30607.11,0,2018-06-06 00:00:00
2894,15719606.0,657,1,1,50,6,0.0,2,0,0,37171.46,0,2017-06-03 00:00:00
2895,15644119.0,531,1,1,31,7,0.0,1,1,1,42589.33,0,2016-08-12 00:00:00
2896,15646859.0,621,3,1,47,3,107363.29,1,1,1,66799.28,0,2019-11-04 00:00:00
2897,15606836.0,782,1,2,33,4,94493.03,1,0,1,101866.39,0,2018-11-30 00:00:00
2898,15664150.0,528,3,2,29,5,170214.23,2,1,0,49284.0,0,2018-08-05 00:00:00
2899,15624510.0,696,1,1,52,5,139781.06,1,1,0,27445.4,1,2017-11-20 00:00:00
2900,15810944.0,586,1,2,35,7,0.0,2,1,0,70760.69,0,2016-09-17 00:00:00
2901,15668575.0,626,2,2,26,7,148610.41,3,0,1,104502.02,1,2016-06-06 00:00:00
2902,15603246.0,498,1,1,73,3,170241.7,2,1,1,165407.96,0,2019-12-23 00:00:00
2903,15804002.0,691,1,2,33,5,128306.83,1,1,1,113580.79,0,2017-12-16 00:00:00
2904,15728773.0,568,1,2,47,3,0.0,2,1,1,45978.39,0,2019-11-10 00:00:00
2905,15598044.0,715,1,2,35,4,0.0,1,1,1,152012.36,0,2019-02-23 00:00:00
2906,15694829.0,680,3,1,32,7,175454.0,1,0,1,77349.92,0,2016-09-12 00:00:00
2907,15600575.0,802,2,1,41,6,0.0,2,1,0,47322.05,0,2016-11-24 00:00:00
2908,15727311.0,539,1,2,22,5,100885.93,2,1,1,38772.65,0,2018-03-08 00:00:00
2909,15570769.0,494,1,1,69,4,93320.8,1,1,1,24489.44,0,2019-09-17 00:00:00
2910,15606274.0,594,3,1,38,3,63176.44,2,1,1,14466.08,0,2019-12-03 00:00:00
2911,15746139.0,596,1,1,33,3,139451.67,1,0,0,63142.12,0,2019-12-28 00:00:00
2912,15704987.0,649,1,2,52,6,49113.75,1,1,0,41858.43,0,2017-04-02 00:00:00
2913,15628972.0,699,3,1,32,5,123906.22,3,1,1,127443.82,1,2017-12-18 00:00:00
2914,15697686.0,787,1,2,40,3,0.0,2,1,1,84151.98,0,2019-12-03 00:00:00
2915,15733883.0,604,1,1,28,6,0.0,2,0,0,58595.64,0,2017-06-29 00:00:00
2916,15617482.0,489,3,2,52,5,131441.51,1,1,0,37240.11,1,2018-01-08 00:00:00
2917,15704583.0,651,1,1,56,5,0.0,1,1,0,114522.68,1,2018-08-22 00:00:00
2918,15621083.0,698,1,1,57,4,136325.48,2,1,1,72549.27,1,2018-12-08 00:00:00
2919,15649487.0,578,3,2,38,4,113150.44,2,1,0,176712.59,1,2018-12-21 00:00:00
2920,15736760.0,538,2,2,42,5,0.0,1,0,0,152855.96,0,2018-07-13 00:00:00
2921,15714658.0,696,1,2,33,4,0.0,2,1,1,73371.65,0,2018-10-28 00:00:00
2922,15599081.0,507,3,2,46,4,102785.16,1,1,1,70323.68,0,2019-01-27 00:00:00
2923,15705113.0,685,2,1,34,6,83264.28,1,0,0,9663.28,0,2016-12-08 00:00:00
2924,15631159.0,705,3,1,41,4,72252.64,2,1,1,142514.66,0,2019-09-21 00:00:00
2925,15792818.0,499,3,2,29,3,148051.52,1,1,0,118623.94,0,2019-10-02 00:00:00
2926,15633531.0,717,1,2,76,7,138489.66,1,1,1,68400.14,0,2016-07-14 00:00:00
2927,15744529.0,510,1,1,63,4,0.0,2,1,1,115291.86,0,2019-03-30 00:00:00
2928,15669656.0,632,1,1,32,4,111589.33,1,1,1,170382.99,0,2019-06-16 00:00:00
2929,15581198.0,668,3,2,39,3,122104.79,1,1,0,112946.67,1,2019-11-10 00:00:00
2930,15729054.0,744,3,1,32,5,96106.83,1,1,1,79812.77,0,2017-12-09 00:00:00
2931,15573452.0,663,3,1,42,3,115930.87,1,1,0,19862.78,0,2019-12-27 00:00:00
2932,15776733.0,638,3,2,37,6,124513.66,2,1,0,158610.89,0,2016-09-24 00:00:00
2933,15724858.0,688,1,2,54,4,0.0,1,1,0,191212.63,1,2019-05-05 00:00:00
2934,15713144.0,588,2,1,46,4,0.0,1,1,0,61931.21,0,2019-07-05 00:00:00
2935,15690188.0,631,1,1,33,4,0.0,1,1,1,58043.02,1,2019-09-20 00:00:00
2936,15689425.0,687,2,1,35,3,100988.39,2,1,0,22247.27,0,2019-11-18 00:00:00
2937,15671766.0,599,1,1,44,5,118577.24,1,1,1,31448.52,0,2018-09-03 00:00:00
2938,15782806.0,718,2,1,28,4,0.0,2,1,0,146875.86,0,2018-09-24 00:00:00
2939,15764419.0,730,1,1,27,4,0.0,2,1,1,116081.93,0,2019-07-25 00:00:00
